SAMPLE,PRIMER,PRIMER MARKER,OTUID,OTUID-SOURCE,OTU MARKER,MARKER-LENGTH,OTU-LENGTH,length difference,N.READS,%READS,%READS 2,PROTAX-order,PROTAX-order_prob,PROTAX-family,PROTAX-family_prob,PROTAX-genus,PROTAX-genus_prob,PROTAX-spp,PROTAX-spp_prob,PROTAX-bestsim,PROTAX-bestsim-pident,PIMBA-HIT,PIMBA-pident,BLASTn-HIT,BLASTn-pident,BLASTn-alignment length,length difference 2,SANGER-class blastn DB2024.3,SANGER-order blastn DB2024.3,SANGER-family blastn DB2024.3,SANGER-genus blastn DB2024.3,SANGER-spp blastn DB2024.3,SANGER-pident blastn DB2024.3,SANGER-class blastn nt remote,SANGER-order blastn nt remote,SANGER-family blastn nt remote,SANGER-genus blastn nt remote,SANGER-spp blastn nt remote,SANGER-pident blastn nt remote
T-mix-17,CHALL,COI,OTU486097649,all-OTU,COI,250,253,3,11,0.000489563,0.020332717,Rodentia,-0.000422377,"Rodentia,Cricetidae",-0.000423059,"Rodentia,Cricetidae,Oligoryzomys",-0.216701,"Rodentia,Cricetidae,Oligoryzomys,unk",-0.430976,Oligoryzomys_fornesi_GBMA8159-15,0.975,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Oligoryzomys; s__fornesi,0.9917,Chordata;Mammalia;Rodentia;Cricetidae;Oligoryzomys;Oligoryzomys fornesi,0.9917,241,12,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU904199046,all-OTU,COI,250,246,4,6,0.000267035,0.011090573,"root,unk",-5.39688E-07,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU406423978,all-OTU,12S,220,223,3,4245,0.188926966,0.476859133,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU560424198,all-OTU,12S,220,222,2,3341,0.148693756,0.375308919,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU391116024,all-OTU,12S,220,224,4,413,0.01838088,0.046394069,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU435691042,all-OTU,12S,220,219,1,354,0.01575504,0.039766345,Coleoptera,-0.565357,"Coleoptera,Carabidae",-1.43512,"Coleoptera,Carabidae,unk",-1.44967,,,Lixophaga_fallax_OP747073.1,0.68,k__Metazoa; p__Arthropoda; c__Insecta; o__Diptera; f__Tachinidae; g__Lixophaga; s__fallax,0.87864,Arthropoda;Insecta;Diptera;Tabanidae;Tabanus;Tabanus bifarius,0.93367,196,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU881582919,all-OTU,12S,220,222,2,198,0.008812141,0.022242193,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU357898955,all-OTU,12S,220,216,4,117,0.005207174,0.013143114,"root,unk",-0.184973,,,,,,,Stercorarius_maccormicki_KM401546.1,0.579,Unassigned,,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus variegatus,0.85116,215,1,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU355307225,all-OTU,12S,220,224,4,112,0.004984646,0.012581442,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU698278148,all-OTU,12S,220,224,4,47,0.002091771,0.005279712,Didelphimorphia,-0.000218198,"Didelphimorphia,Didelphidae",-0.000218207,"Didelphimorphia,Didelphidae,Didelphis",-0.409328,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.410867,Didelphis_albiventris_MT892661.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99548,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU970541295,all-OTU,12S,220,222,2,35,0.001557702,0.003931701,Rodentia,-0.0121132,"Rodentia,Caviidae",-0.268937,"Rodentia,Caviidae,unk",-0.270004,,,Kerodon_rupestris_AF433916.1,0.757,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Caviidae; g__Kerodon; s__rupestris,0.88636,Chordata;Mammalia;Rodentia;Caviidae;Kerodon;Kerodon rupestris,0.88636,220,2,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU13782870,all-OTU,12S,220,220,0,24,0.001068138,0.002696023,Chiroptera,-0.000341754,"Chiroptera,Emballonuridae",-0.000356425,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.00497032,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.0136939,Rhynchonycteris_naso_KX381769.1,0.944,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.9774,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU136608420,all-OTU,12S,220,213,7,16,0.000712092,0.001797349,Rodentia,-0.0623116,"Rodentia,Cuniculidae",-0.837671,"Rodentia,Cuniculidae,unk",-0.839289,,,Cuniculus_paca_AF433905.1,0.7,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.85714,Chordata;Mammalia;Rodentia;Cuniculidae;Cuniculus;Cuniculus paca,0.85714,217,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU240619258,all-OTU,16S,120,103,17,1179,0.052472295,0.36,Primates,-0.152905,"Primates,Atelidae",-0.217322,"Primates,Atelidae,Lagothrix",-0.471676,"Primates,Atelidae,Lagothrix,unk",-0.471694,Lagothrix_lagotricha_AF420049.1,0.699,Unassigned,,Chordata;Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus moloch,0.9798,99,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU570123756,all-OTU,16S,120,112,8,1157,0.051493168,0.353282443,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU911054025,all-OTU,16S,120,119,1,571,0.025412791,0.174351145,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU343752411,all-OTU,16S,120,103,17,188,0.008367084,0.05740458,Primates,-0.160477,"Primates,Atelidae",-1.03306,"Primates,Atelidae,Lagothrix",-1.31729,"Primates,Atelidae,Lagothrix,unk",-1.31731,Lagothrix_lagotricha_AF420049.1,0.68,Unassigned,,Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba,0.9798,99,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU890264139,all-OTU,16S,120,120,0,74,0.003293426,0.02259542,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU549024624,all-OTU,16S,120,121,1,61,0.002714852,0.018625954,Artiodactyla,-0.00339945,"Artiodactyla,Bovidae",-0.0295321,"Artiodactyla,Bovidae,Bos",-1.04881,"Artiodactyla,Bovidae,Bos,unk",-1.04884,Bos_indicus_AB511046.1,0.916,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98291,,,,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU37531888,all-OTU,16S,120,133,13,38,0.001691219,0.011603053,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
T-mix-17,CHALL,COI,OTU610473445,all-OTU,16S,120,119,1,7,0.00031154,0.002137405,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
T-mix-21,U,12S,OTU355307225,all-OTU,12S,220,224,4,151,0.005984939,1,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
T-mix-21,U,12S,OTU244576181,all-OTU,16S,120,101,19,17,0.000673801,1,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus capensis,1,32,69,,,,,,,,,,,,
T-mix-38,U,12S,OTU355307225,all-OTU,12S,220,224,4,462,0.016571613,0.523809524,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
T-mix-38,U,12S,OTU216452375,all-OTU,12S,220,220,0,375,0.013450985,0.425170068,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
T-mix-38,U,12S,OTU560424198,all-OTU,12S,220,222,2,39,0.001398902,0.044217687,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
T-mix-38,U,12S,OTU406423978,all-OTU,12S,220,223,3,6,0.000215216,0.006802721,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
T-mix-38,U,12S,OTU897940931,all-OTU,16S,120,112,8,243,0.008716238,1,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. FSL R5-0470,1,66,46,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU760965460,all-OTU,COI,250,255,5,17,0.000813748,0.333333333,Artiodactyla,-0.0021844,"Artiodactyla,Bovidae",-0.00218636,"Artiodactyla,Bovidae,Bos",-0.0427505,"Artiodactyla,Bovidae,Bos,unk",-0.0924454,Bos_taurus_ACLB037-06,0.953,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.97984,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU415885581,all-OTU,COI,250,236,14,15,0.000718013,0.294117647,"root,unk",-0.320256,"Accipitriformes,Accipitridae",-1.53502,"Accipitriformes,Accipitridae,Spilornis",-2.02085,"Accipitriformes,Accipitridae,Spilornis,unk",-2.02087,Spilornis_cheela_JN191388.1,0.644,k__Metazoa; p__Chordata; c__Aves; o__Gruiformes; f__Rallidae; g__Hypotaenidia; s__okinawae,0.7906,Chordata;Aves;Tinamiformes;Tinamidae;Crypturellus;Crypturellus strigulosus,0.91228,228,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU885712230,all-OTU,COI,250,254,4,5,0.000239338,0.098039216,Chiroptera,-0.0060712,"Chiroptera,Molossidae",-0.0061309,"Chiroptera,Molossidae,Molossops",-0.386423,"Chiroptera,Molossidae,Molossops,unk",-0.735843,Molossops_temminckii_BCBN820-05,0.965,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Molossidae; g__Molossops; s__temminckii,0.98246,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU314129740,all-OTU,COI,250,235,15,5,0.000239338,0.098039216,"root,unk",-5.39688E-07,,,,,,,,,Unassigned,,Arthropoda;Insecta;Coleoptera;Lucanidae;Homoderus;Homoderus mellyi,1,30,205,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU946965879,all-OTU,COI,250,255,5,4,0.00019147,0.078431373,Rodentia,-0.662772,"Rodentia,Cricetidae",-0.76696,"Rodentia,Cricetidae,unk",-0.845458,,,Dasypus_beniensis_MH710605.1,0.71,k__Metazoa; p__Chordata; c__Actinopteri; o__Gonorynchiformes; f__Kneriidae; g__Phractolaemus; s__ansorgii,0.8254,Chordata;Mammalia;Rodentia;Muridae;Hybomys;Hybomys sp. n. VVB-2020,0.83071,254,1,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU678976272,all-OTU,COI,250,254,4,3,0.000143603,0.058823529,Rodentia,-1.85737,"Artiodactyla,Cervidae",-2.53147,"Artiodactyla,Cervidae,unk",-2.62824,,,Bradypus_pygmaeus_GBCOC18838-23,0.747,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__variegatus,0.88048,Chordata;Mammalia;Pilosa;Megatheriidae;Nothrotheriops;Nothrotheriops shastensis,0.91235,251,3,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU943214579,all-OTU,COI,250,255,5,2,9.5735E-05,0.039215686,Pilosa,-0.00400379,"Pilosa,Bradypodidae",-0.00400427,"Pilosa,Bradypodidae,Bradypus",-0.00614027,"Pilosa,Bradypodidae,Bradypus,torquatus",-0.45217,Bradypus_torquatus_EU301711.1,0.974,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__torquatus,0.99559,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus torquatus,0.99559,227,28,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU406423978,all-OTU,12S,220,223,3,112,0.00536116,0.478632479,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU560424198,all-OTU,12S,220,222,2,72,0.00344646,0.307692308,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU355307225,all-OTU,12S,220,224,4,19,0.000909483,0.081196581,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU117804189,all-OTU,12S,220,221,1,14,0.000670145,0.05982906,"root,unk",-5.73838E-07,,,,,,,,,Unassigned,,Chordata;Aves;Passeriformes;Tyrannidae;Sublegatus;Sublegatus modestus,1,31,190,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU970541295,all-OTU,12S,220,222,2,8,0.00038294,0.034188034,Rodentia,-0.0121132,"Rodentia,Caviidae",-0.268937,"Rodentia,Caviidae,unk",-0.270004,,,Kerodon_rupestris_AF433916.1,0.757,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Caviidae; g__Kerodon; s__rupestris,0.88636,Chordata;Mammalia;Rodentia;Caviidae;Kerodon;Kerodon rupestris,0.88636,220,2,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU27264958,all-OTU,12S,220,201,19,5,0.000239338,0.021367521,"root,unk",-0.0582827,,,,,,,Metachirus_nudicaudatus_KX381603.1,0.562,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Caluromys; s__philander,0.80682,Chordata;Mammalia;Didelphimorphia;Didelphidae;Marmosa;Marmosa lepida,0.87023,131,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU999774133,all-OTU,12S,220,224,4,4,0.00019147,0.017094017,Sirenia,-0.00528543,"Sirenia,Trichechidae",-0.00528567,"Sirenia,Trichechidae,Trichechus",-0.0116285,"Sirenia,Trichechidae,Trichechus,inunguis",-0.356901,Trichechus_inunguis_MW073826.1,0.982,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,1,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU556830680,all-OTU,16S,120,122,2,99,0.004738883,0.423076923,Sirenia,-0.284986,"Sirenia,Trichechidae",-0.284986,"Sirenia,Trichechidae,Trichechus",-0.531535,"Sirenia,Trichechidae,Trichechus,unk",-0.531667,Trichechus_inunguis_MW073826.1,0.918,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,0.99153,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU890264139,all-OTU,16S,120,120,0,92,0.00440381,0.393162393,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU911054025,all-OTU,16S,120,119,1,22,0.001053085,0.094017094,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU570123756,all-OTU,16S,120,112,8,16,0.00076588,0.068376068,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU297116193,all-OTU,16S,120,124,4,3,0.000143603,0.012820513,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Actinopteri;Gobiiformes;Odontobutidae;Perccottus;Perccottus glenii,1,32,92,,,,,,,,,,,,
T-mix-41,CH11,COI,OTU212499856,all-OTU,16S,120,123,3,2,9.5735E-05,0.008547009,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Obesumbacterium;Obesumbacterium proteus,0.98718,78,45,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU91947462,all-OTU,COI,250,255,5,25,0.000926166,0.480769231,Primates,-0.021893,"Primates,Atelidae",-0.0222689,"Primates,Atelidae,Brachyteles",-0.109605,"Primates,Atelidae,Brachyteles,unk",-0.109623,Brachyteles_arachnoides_GBMA5933-13,0.788,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Atelidae; g__Alouatta; s__guariba,0.98016,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU909065073,all-OTU,COI,250,253,3,12,0.00044456,0.230769231,"root,unk",-5.39688E-07,,,,,,,,,Unassigned,,Arthropoda;Insecta;Hemiptera;Delphacidae;Pentagramma;Pentagramma vittatifrons,1,29,224,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU330696189,all-OTU,COI,250,255,5,5,0.000185233,0.096153846,Chiroptera,-0.000835773,"Chiroptera,Emballonuridae",-0.000842356,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.323144,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.394663,Rhynchonycteris_naso_ABECB163-08,0.948,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.99095,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU760965460,all-OTU,COI,250,255,5,4,0.000148187,0.076923077,Artiodactyla,-0.0021844,"Artiodactyla,Bovidae",-0.00218636,"Artiodactyla,Bovidae,Bos",-0.0427505,"Artiodactyla,Bovidae,Bos,unk",-0.0924454,Bos_taurus_ACLB037-06,0.953,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.97984,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU972098998,all-OTU,COI,250,255,5,2,7.40933E-05,0.038461538,Artiodactyla,-0.00166727,"Artiodactyla,Bovidae",-0.00166828,"Artiodactyla,Bovidae,Bos",-0.0424566,"Artiodactyla,Bovidae,Bos,unk",-0.780948,Bos_taurus_ACLB037-06,0.962,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98413,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU885712230,all-OTU,COI,250,254,4,2,7.40933E-05,0.038461538,Chiroptera,-0.0060712,"Chiroptera,Molossidae",-0.0061309,"Chiroptera,Molossidae,Molossops",-0.386423,"Chiroptera,Molossidae,Molossops,unk",-0.735843,Molossops_temminckii_BCBN820-05,0.965,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Molossidae; g__Molossops; s__temminckii,0.98246,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU486097649,all-OTU,COI,250,253,3,2,7.40933E-05,0.038461538,Rodentia,-0.000422377,"Rodentia,Cricetidae",-0.000423059,"Rodentia,Cricetidae,Oligoryzomys",-0.216701,"Rodentia,Cricetidae,Oligoryzomys,unk",-0.430976,Oligoryzomys_fornesi_GBMA8159-15,0.975,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Oligoryzomys; s__fornesi,0.9917,Chordata;Mammalia;Rodentia;Cricetidae;Oligoryzomys;Oligoryzomys fornesi,0.9917,241,12,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU560424198,all-OTU,12S,220,222,2,58,0.002148705,0.527272727,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU391116024,all-OTU,12S,220,224,4,26,0.000963213,0.236363636,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU999774133,all-OTU,12S,220,224,4,18,0.00066684,0.163636364,Sirenia,-0.00528543,"Sirenia,Trichechidae",-0.00528567,"Sirenia,Trichechidae,Trichechus",-0.0116285,"Sirenia,Trichechidae,Trichechus,inunguis",-0.356901,Trichechus_inunguis_MW073826.1,0.982,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,1,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU216452375,all-OTU,12S,220,220,0,4,0.000148187,0.036363636,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU698278148,all-OTU,12S,220,224,4,2,7.40933E-05,0.018181818,Didelphimorphia,-0.000218198,"Didelphimorphia,Didelphidae",-0.000218207,"Didelphimorphia,Didelphidae,Didelphis",-0.409328,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.410867,Didelphis_albiventris_MT892661.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99548,,,,,,,,,,,,,,,,
